-8.355665424061788 x1 + atan,x0,x1,x2
-1.7386974442620924,7.356489911139131,-1.229259675279051,-7.08370830596887
-1.5364115001066472,-1.1529873438844902,2.1382498572619584,1.3479551282777826
-1.5285541472098096,8.938481487109039,0.4138993386325443,-3.296551562534134
-1.425629736760515,0.3825649810711029,-7.1828769092243885,-6.592922964199439
-1.2114000927692865,-1.6998539250020668,3.9160510859977107,-0.8036488694445477
-1.4878553229986393,-1.805963541101504,-7.108932366778179,1.2413966373022207
-1.556464805806543,4.923315192333755,-7.9921468307770756,1.523857006722065
-1.7765709251289552,-2.6104400779121772,-4.314181476992647,-0.1364372635538154
0.4526441182071171,-4.990988132338733,9.034301128095352,6.128158729687977
-1.574786640632641,-2.772228990356682,0.11942502615688096,-0.580967414387275
-1.177023941704582,-6.582065668147282,4.837684232099686,-7.9166437150858835
-1.337306597665447,-7.30318873270439,-10.711491163043377,-1.598738138097888
-1.7344115313742248,-7.196145785771769,-5.247564339989327,5.895838929879769
-1.3685431971207938,-6.613927077273232,-7.366247175979009,-1.789724866310818
-1.7480356699315855,-0.1434831983406721,3.1259043222593563,6.633801782764473
-1.6675384553035806,-6.636509590085478,-10.500990868482694,-6.961273597227311
0.950291045844729,3.5673814640982373,9.287707006052207,-1.9138240543336351
0.6517024528559339,0.5817685820184162,9.080770383047767,3.134990037596361
-1.3409588863081823,7.3764630944596545,2.390268930467341,-7.58919505491706
-0.2616275600257918,-6.033032335089272,8.137282000389009,7.881134167716986
-1.147536596082305,-1.5241417572494798,2.909104565312072,1.2470492318743518
-1.2510137082331185,-5.952785207523603,6.286765647911292,6.000758577966372
-1.4152942459664937,-6.516328165654551,-0.06880228446191237,9.377048886555238
-1.3470311325032183,2.7532295110405105,5.159707846675608,-6.026305735803088
-1.5606437763432561,-5.1388957007799325,-9.604459536294295,-2.134413522496713
-1.4602655725667533,3.2577154886142923,-7.298958071261147,-3.6045089418975027
-1.3650190420336783,-5.167237038072394,-4.701265900114263,-3.5984231644352977
-1.1955051598370716,-2.0625568761420476,5.581243182310006,7.214837408590133
-1.4874693281218792,0.8538758641811646,3.0788285877707064,-0.8300900127090296
-1.4544979625899095,3.1589103515471675,-8.432305242968482,1.6135982694595692
-1.4332664562145936,10.066157593608036,-0.2394426153447004,1.7021078576930613
-1.8157530424461155,7.273487584693136,-10.730015983510798,-10.86938921918471
-1.4962563781026335,-5.091575799352295,2.748809654891026,3.391727301595776
