-0.4990206038437106,x0,x1,x2
-0.4719489732581648,5.46923220184383,7.0513567416141125,3.095680578946479
-0.5609033482684158,8.26205994423178,8.811770356037256,6.09365559205445
-0.4693655222513773,8.51645056957688,1.4534321086292716,3.162100699143078
-0.48278563020108983,0.03024913384533464,4.661725560827176,-3.504512136527098
-0.5762962722839323,3.346688949727984,6.83872646924353,-7.5795000854426124
-0.47361887093784044,-1.0142486752338862,-0.7397073720296675,-7.950029997011909
-0.5326791106441335,5.899501007886743,5.119576685017777,-5.230165290276763
-0.4476758053623887,-1.0928774287083305,-7.433237299709874,8.410537691905063
-0.4768593089054319,4.585519131661261,-4.1197492723280345,0.8656241800268938
-0.5298292438274194,-6.356163912447246,1.918344304749759,4.461585528688141
-0.5210874510550006,-4.02329934171762,8.294635868318661,-5.85412322558442
-0.5539447211622236,5.993885271823946,2.2435440671481066,7.4442413415367685
-0.536958312115189,6.892327764692932,-3.282703514684047,0.1362900262951209
-0.4804365498183996,-2.8008302930621043,-8.099292667409795,-0.2327801534278762
-0.364497810372985,9.546413370302734,1.1008834535298129,9.333624144715765
-0.5688171255682974,-5.173525707925255,1.3542496682275702,1.2375932041216584
-0.5502122257295088,1.0246802808354918,4.502969479665484,-6.372680880442655
-0.4524694690607771,3.4055370180005045,2.2348614146613888,-5.584824353636057
-0.5092178583391976,0.7317951764248997,-9.921167957454996,-7.9305026043509645
-0.4768044289764713,2.930324835700849,2.1012596271220536,2.7162871328176292
-0.4855647538373122,-3.3573380113697513,10.572690135008148,-2.5596426364619673
-0.536839676968628,3.485558895964395,10.027679824628438,7.906953417563199
-0.48106705449641485,-0.5699727538058011,4.2088137157161585,-4.89282212639343
-0.470309345527873,4.557450102090386,0.7980869659932094,2.4817644075836824
-0.4586323547784924,-7.2433227736823,-1.1954946134434743,-4.2518920840470695
-0.45671077352557077,-1.139211759170939,-7.103501689358137,2.610547996603153
-0.48509610104239154,3.261619461479938,7.213209695426301,8.465461407622076
-0.4883828493605193,-3.358182488851281,-8.669564089119548,2.9957123634404828
-0.4728581087556236,4.507955059064902,6.19945069163526,-1.4350545621814943
-0.487417001343342,-5.218404520915376,-9.202685506079954,6.725045993889563
-0.5168790709535084,-4.326775298798916,9.288879550097937,7.841883664630191
-0.5122390153508304,-6.44047623779679,0.4130176405439553,-0.2617749951437096
-0.46038388614487324,3.9933246634349984,1.0910816258595806,9.401248158923254
-0.4608753710316568,3.9324907196825114,2.8681009069355876,-6.505188121254726
-0.491787562296672,-3.0900464241955072,-1.461401373991448,2.6245173263379633
-0.4254148139051674,-8.362181156105791,4.558431160146923,8.251831377286697
-0.5158534442926362,5.411796491710286,7.5465647584524955,2.9051428104692687
-0.5118592264196566,0.13024161645346446,-0.054807427743761065,5.162643251663117
-0.4980879708222355,2.495862486670987,-6.518953912298617,-0.13865452856805557
-0.4846978167984902,-6.282570499357741,4.867820604850427,2.4154650954906036
-0.5087219811557153,5.045828728705566,-1.603412945108206,-1.3836738510089428
-0.47546871784471834,6.74409598484739,0.6378808064959013,-3.071810656405859
-0.4897678838391347,7.121189418195404,-1.974906209135685,-6.911106823900224
-0.4229587815981483,3.5297314552859516,4.003596896252848,-8.674398296397822
-0.4735076733562811,-0.6044567476476959,8.42607774636613,-8.682770864178439
-0.47019599984850224,4.3956666821838875,4.039510374689253,-6.425080826335697
-0.525457677824323,-5.78673616634405,5.490935958610551,-6.228688122102293
-0.5526390991560832,-2.859403879625442,-5.31700783225078,-8.069901766142141
-0.5019400241531046,-4.800438332116848,-6.995075261385153,4.426582759978962
-0.5376093568168508,7.6631845869856114,5.350021612376324,4.893751754421036
-0.4510916426049945,-0.21811698805534177,4.648063332063801,5.044855161187907
-0.4449610491860036,4.051016297173485,9.131202479198913,1.4535664926443526
-0.4732617506611195,-6.104684785494384,6.766138282945516,6.440770075348811
-0.5402282176498882,3.1902193769395435,-3.915293126838454,9.027243233283649
-0.5088377092326719,-6.49783447547287,8.871077112915343,-3.170330648689332
-0.5152613673706583,-2.8621266099147165,-0.3111178126388944,-10.174706233169799
-0.48609457727219363,7.242288541876239,5.401488273982477,0.42304857887188213
-0.47808852922278,7.770210776363443,0.11676999349724178,-1.711811695348568
-0.4488406973972409,-7.269092999256444,-5.797457141362841,-1.0478723352332537
-0.4594822931828013,-4.430933067095477,-2.2112602457046697,0.052496408223934386
-0.5875141148828714,1.5908966336873789,-0.8782280476075088,7.3226324077580935
-0.47394780857938623,5.997016199057844,-2.310182391462907,0.17236953888458964
-0.46626156500455856,-5.999332888773291,-4.673951984425726,2.9296130272257797
-0.5773141640608874,4.454419968574726,1.6809336920948126,-2.1093484270563794
-0.5621479026196414,10.236899603741005,6.613002103332626,-10.880558112891666
-0.4529796986384404,-2.4434820765647225,-7.792362191828309,6.960948174579165
-0.54615660305611,8.472126016000786,-3.515590458283402,-8.402147717002117
-0.5324151763551002,8.202213735211915,1.1648402898254533,-0.07702316274960606
-0.3825022993942758,-5.068681717337253,-5.388217528527049,-3.103567619552699
-0.4762824879013689,8.228524764357193,3.9263448269283914,2.0322827733361146
-0.44797702388814636,-1.1876580314234475,6.851665798244018,-2.464118084398972
