x2 x0 * 2.785919684453461 x2 + ^ x2 floor 9.049313258038417 mod +,x0,x1,x2
5.260678166829299,-8.758767266607217,7.919959579625519,-2.1803167429527233
18639.86335304056,10.584405843075007,-2.2667968674973857,1.0743417505682333
5230.5626838725275,6.764630184063036,5.387931808889512,1.3725052204588783
24.65991995503169,-9.097604804277214,0.696384251316407,-0.39616622354060677
3719905478868810000000,5.432680183151103,4.802403646136493,10.085976694904444
6795.1758860397285,6.634828364087185,-10.305921188521873,1.2947875203735992
8632123915489932,8.636553944116317,-3.4935295723692463,6.926583713188477
-3.707169508858793,-6.681647920213534,2.195723776312315,-3.3391136884754578
3089.847587180546,3.494636682865038,-4.841610262706522,1.6945356772297364
-6.734140475192171,-0.30754772788473955,6.48256082848065,-7.962591206047155
39.12586750808414,0.37845310178292596,2.539421442064075,5.971484768466477
1498458772304310.2,6.817280667519106,-9.502725897196767,5.53084112435582
10435.106055163857,5.191719498403894,-1.4184462775427038,1.552980671053469
32.585890893615904,-5.820583640355765,-7.468097574233584,-1.2172955000731882
-1.0063985144523722,-2.2800591578064298,-4.106875956404593,-8.909757087832157
-7.402165553088075,-5.820424608213491,-5.238112729730847,-7.172473897725175
-5.82387293091393,-3.6618395666873145,3.157553800680789,-6.115886616569953
-5.6535520122420655,-4.7821533980541595,-2.8545959940644647,-4.418618447710712
821184.1765819585,0.9305490681395026,-5.819696520912122,5.929221283554521
-7.889007911179493,-0.13826006744567018,-3.054901526415187,-8.848076105790389
22.374893592085222,-7.392399246892388,-6.824288034244566,-0.4901196015298235
6205916202642298000000,5.293649282333143,5.9532974305863515,9.156331428552846
63864322896.15631,4.677488208309563,0.05179224231423332,5.214525520522466
159165316531012700,3.1423243998376327,1.368021422856111,8.534516832637802
29330383325765992000,8.364403985849952,-3.1014515733434758,7.709326321533528
22.164203354287245,3.098987643312517,5.352352558560983,0.7205135765533046
153708212801234.25,1.6508372964074012,-7.184064171121474,8.82415536708616
316.50766533228796,3.714458954286521,-7.248419334326245,1.589753643055264
467814709787295.75,2.752291604697101,-9.242723763601798,7.917441409702346
1869618233489356,10.023715617259118,5.263692412820596,5.057243543504221
14399966960031.848,2.2795234911900883,-0.2638265862712459,7.651798519833181
2.567102818765514,-2.2733719309253693,7.658161074020924,-1.0874241660769894
2.043446811607279,0.16637873148576374,9.675543203250864,2.1559679746040668
173933305938251.06,8.660369595973641,6.061756684296441,5.743061115127842
-5.418435854969012,-9.516212844524551,5.442729915649784,-4.068474058980903
-5.585199437197582,-7.984882874752895,-3.6046151838654015,-6.794052236525851
-6.212394471202483,-1.7964340301473185,5.831863674821075,-5.907989271944559
-0.055092715450203514,-2.5645943623602387,-9.85487529814314,-0.467375975813473
-9.433030981020059,-3.364609043789496,-9.12059994855749,-8.07420941482422
543654908.9204253,7.619038245679316,-6.256243298222006,4.134557898047539
113948095595.7717,1.5843386101609118,10.226286730996508,7.265690589167593
-4.297616885454381,-6.074886069669967,2.6677182531112904,-3.5837636965815562
-7.3938819277895025,-2.736060236709077,-8.484623100128719,-7.148451579538512
101065143671603.48,2.1338264871290353,-6.17759285743466,7.915689560860565
1256210.3197561426,1.8065971929368279,-6.571900405322733,4.765877747774469
-6.838849966977753,-7.340504453316127,-4.912055494025141,-6.033866293693939
6.72192020511871,-2.497796734753196,-4.473773837059976,-1.5824668650082028
-3.527923574069412,-2.0668328157776266,-4.383786755294346,-3.467045569519429
-6.389596321104749,-0.980170979977381,-1.441640964196092,-7.353306816535207
0.8095016661854846,2.1758935669721557,10.457252108398293,0.3624591889664199
-1.4412987619418216,-0.2822200652140964,4.705491198015745,-2.0835291153647266
9206010.902786797,1.481383605109174,-0.9865263085838347,4.984917946635574
39283767682887655000,5.182128278411436,8.095972472975141,8.849033817660422
7.074362452413692,-4.0498354602826305,2.179677232977032,-0.5804479260417675
-10.18135124968213,-7.687154375699241,1.883170913008602,-7.310525170068794
-2.2610616284122607,-6.560297234995718,3.104551285295957,-3.406089309139881
