5.0531268949197425 x1 * atan cos floor x2 cos x2 log + floor acos +,x0,x1,x2
0,3.3176641480828497,-0.910989829333688,10.042879859317742
0,3.09498668508394,5.110421888280135,4.797227233572085
1.4704373434772642,2.5012289385417144,-6.135883560747872,1.8545457279581055
1.5552011110284782,0.24769055743491772,3.8108677234959263,4.447182060475703
0,-9.93173429176068,-8.509376809657143,8.636499324125584
1.4664553727321836,-1.2923903706778366,-5.174975027292157,1.0470704444894612
1.5141795606877273,-3.6105162132691477,5.204776559048174,2.149386936381624
1.5490549153627757,0.21126554341268058,-8.49545980967779,3.349473500166538
1.6788970747182344,3.0250314383412618,-8.792963544628305,2.282260850012414
0,-10.749153987785634,-2.781517583154256,9.869222801206565
0,7.4408432554181765,0.5388673639554507,4.520074250209079
1.304557357708825,-0.9028313887070792,6.18066333966313,1.1955150566473385
0,2.54312068800146,3.496952350421305,10.705784376867008
1.685508386821473,-4.479282454290689,-6.892044419224024,2.8546762484045436
1.6169133106352755,8.252015037845197,-3.7796580355307046,0.5002711334473736
0,0.689188437830449,-5.065887574216202,8.289508959324174
1.5563019513079022,7.7872647117035525,-8.345960535809633,0.8665882590153122
0,-2.5624281959081956,1.8744710985327147,4.677106537461208
1.6368215651013507,1.5608722727540123,10.945987083745939,3.368529170253819
1.4767882348531207,3.856177729712285,-4.051258784644781,4.220210984184107
1.5943692457163896,5.1456803989773015,6.7962262445858705,3.2119395168217975
0,0.6380413005848582,1.854828994245327,9.088869483148295
1.4403468245406372,-4.790464707884031,-8.05153259608611,0.9574555646592774
1.549500666730748,-6.8456947753218325,3.294150421333615,1.6200502627038396
0,-8.743716429271881,8.50922428724258,8.669975820650961
0,-2.2148587779126916,1.2176478198172558,9.395228035532302
0,-5.229801686044144,-7.502518770094378,4.690487239381693
0,3.7198316347372042,-7.160794659985564,8.877262071234014
0,-0.3037984482837747,-5.0747578588350715,4.431330985304725
1.463928293089544,-6.731584245795014,-7.599633252136799,2.219731204158564
3.0691506088410714,-7.916498144292222,-7.469438167823924,0.21066480604891494
1.4785288462627098,5.554181635067732,2.19067563416249,2.1254593444434904
1.7445929837753515,-4.787631375742731,-0.43327012655279235,2.6643217867447992
1.523358811275961,4.388516774032826,-2.4070965408811884,1.0973422317923234
1.5807039836794723,2.3494493362778064,-8.326924221687888,4.051861244302393
1.6974278674671868,0.5327309295721712,-5.550865456202973,2.3752290413395194
1.5619060207591948,3.0709133442706698,5.184019266410632,4.940727892075378
2.8436219609052795,-7.69402453080945,1.8627504701883668,0.32577953755557265
0,-8.631795802841715,-8.353684892890584,9.229446213323945
0,0.010543412203624421,-4.461905606042406,5.02811199018011
1.7573835192904466,-6.310587394664625,8.665985832548724,0.4321132285315535
0,8.20892661850274,1.309747225691158,11.472156704214436
1.71408674137661,0.7917754213542845,-9.578123279167677,0.688475425169212
0,-2.6510314743839793,-5.64683497508274,4.27398947903627
0,4.5237817748268485,7.73839003613689,10.352782288811355
1.5577779671880858,-10.678161839412766,-5.079406655832053,0.6058810785364157
0,-2.475294628983095,4.1887189450511535,10.317197403211923
0,-0.08170159253943607,-6.33350013315561,10.716365748089583
0,-7.29283763568956,1.9278543673032782,5.683984451689565
1.605730020179887,-1.0734876056412865,-8.022925944422498,2.8376703576100626
0,-4.509431733720895,-0.6705642578591542,8.340416641633785
1.701650919092271,1.1556299519665048,8.332731352907716,2.0905748090456377
1.4514200673595916,8.189488007424144,-4.322750434298509,2.3240038979220135
1.5517720440369664,-1.8710355520256063,-2.1801170846337565,3.5628476862967204
1.909160305946277,-1.4156613075254714,-6.067491385397555,1.3812823293427066
1.513706631843619,0.3923038591853422,2.963981911738332,0.8830241036951293
