x0 x1 / x2 floor max x0 cos /,x0,x1,x2
219.50101915061927,1.7077902893935146,-2.988465863249063,5.0508589545980795
-19.92161716588838,-7.5087008991908455,-0.38554612037477687,-1.2642881019087377
-0.9952211315863517,-1.913126683629319,-7.110460897410808,-8.522085912105466
-2.666507310753963,-6.935186407998807,2.945154888893849,-8.724613732368939
0.35952408691025584,-1.0273259040660807,-5.971130269959192,-0.8333505663157643
-13.758638601568416,-1.8359397574216332,-4.24519365715009,5.226957220497229
-2.711407154478684,9.730122407043243,3.210204440899008,-2.3947796355827458
5.930051104815632,-7.929410071272087,3.3351199626560497,-5.639375912354569
-3.8006258819533154,-9.843618939737448,-3.0720306984272807,3.848434153564341
-8.82439619566485,-2.380145359625795,7.667049579877817,5.015911713732568
-1.96824582210008,11.629337810388247,6.4454310729662785,2.2029368531217877
-1.123063059527051,6.073263838083718,-5.017154410639555,-3.043045106685784
8.270476098292288,-5.593216907944767,-9.834599328303922,3.0563136292947104
-4.9208779455417115,-8.181940812407142,-7.869508791719494,4.112296703212163
2.8097273540099295,7.039411661476961,6.775094718379371,-2.879837807437402
-1.9667881547217998,-6.17019187884239,2.998403651288209,-7.29395868364009
9.695463304583324,-6.772870096564897,-4.967727160560004,9.152049706419533
14.097750548166415,5.014056753060757,4.398429339077872,7.04545052472872
-9.529298907320436,-7.374361825756785,3.891300616587366,-6.741630283123411
0,-5.622136872574534,1.8827915687645658,0.058789802734615704
-9.1330679653508,-8.484760565246923,0.9130149560722506,6.432315851331601
-9.280813513675971,3.9207191738495912,9.208919012087376,7.1190733748207915
-0.4227065050866952,3.3137274557878236,7.37522645918201,-8.191816720990134
16.083050253547476,-7.673729337752365,9.357604268461499,7.367933373619882
28.11366235358279,-7.019390352378989,-7.129340769178343,10.981481574336938
2.668817990623202,-1.2211382816551406,-4.645766248244678,1.802097287005897
-0.5692335513145503,3.506055837363363,7.850442300992175,-4.802395256260506
-132.54593279011348,-1.7086754947076135,-6.555763057197046,5.207703805271558
2.354409466247398,-6.1235407834146525,-3.533911510962203,-4.775675175073532
-0.6105450855118726,1.2881394749145514,-5.408623390537976,-0.8842659047417516
-0.8425859188626376,5.318373777093606,-8.751545553308416,-5.237873693673622
-2.0251047376636184,2.5812375915542862,-5.3245017758201305,2.305834870638304
2.253029414775811,7.334115763686322,4.087327300230155,-4.7479861317663214
-4.396830198589497,2.311133606762596,-1.0949055483297994,5.487868331152133
-1.9896498148922115,-7.592107702173623,-7.794460149709195,-2.0605469314970533
-3.377187372231142,7.675914064565716,11.83077376431218,-4.069961801983752
9.18639859921864,6.057676312420836,3.6052278920638896,8.344841743872339
0.5687918583744805,-3.777384077727297,6.828553127141757,-3.9762032612655833
2.2792313674104814,1.0005637534203682,0.7419090522234211,-1.2973431922789807
10.918547819502821,-0.33551414812840563,8.547901820802453,8.45571894226101
-0,-3.6510596130953483,4.958797259225085,0.5498866848637783
-305.38051851049255,9.575525873412879,-2.5555639069070843,6.137821171386874
-14.581540704320032,-3.6423448097530575,6.8344768148173465,10.50380340397262
2.15334847747324,2.090860164978352,-1.5165280938454477,-2.444435531185263
-15.844341654897272,4.066891375229852,8.163119940522657,6.179825540995237
-0.4001815753613839,2.2743342548528434,10.071295661629858,-5.951958595218816
11.333960042239095,4.416610790358463,-0.45641002493219274,-9.767951192772902
-0.31816991778121184,-1.1349361599275374,8.209257962551597,-0.9899379466613041
0.08054911549683663,-0.45871384849273295,-4.925486829600438,-8.628023662475718
-19.072938376906425,-4.683729536179193,-1.5963442498673015,1.9294591867664246
-20.147929614988104,-1.711329231093677,6.37928969499676,8.636127487761348
-17.282104766134296,1.5034263853606387,0.5914427955315422,-3.15482403624739
8.081652557381293,0.5796051677436572,-5.916815596751866,7.134343054989196
-2.3860170179152447,6.737000208772933,-6.333833603729166,-7.787889503995136
-0.3951816021735104,-3.0440294341409544,-9.533546379789327,0.19854786132650626
-9.662322315251316,10.452644241713887,4.336999658331462,7.306065619342985
